id,verifiable,label,claim,evidence
153159,VERIFIABLE,SUPPORTS,Jackie Robinson played in the World Series.,"[""Robinson played in six World Series and contributed to the Dodgers ' 1955 World Series championship .""]"
207192,VERIFIABLE,SUPPORTS,Scarlett Johansson starred as Griet in Girl with a Pearl Earring.,"['Scarlett Johansson stars as Griet , a young 17th-century servant in the household of the Dutch painter Johannes Vermeer -LRB- played by Colin Firth -RRB- at the time he painted Girl with a Pearl Earring -LRB- 1665 -RRB- in the city of Delft in Holland .']"
110962,VERIFIABLE,SUPPORTS,"England was settled by the Angles, a Germanic tribe, in the 5th and 6th centuries.","['The area now called England was first inhabited by modern humans during the Upper Palaeolithic period , but takes its name from the Angles , one of the Germanic tribes who settled during the 5th and 6th centuries .']"
154782,VERIFIABLE,REFUTES,John McCain is a senior U.S. Senator from California.,"['John Sidney McCain III -LRB- born August 29 , 1936 -RRB- is an American politician who currently serves as the senior United States Senator from Arizona .']"
150011,VERIFIABLE,SUPPORTS,Houston is populated with people from various ethnic backgrounds.,['The city has a population from various ethnic and religious backgrounds and a large and growing international community .']
87034,NOT VERIFIABLE,NOT ENOUGH INFO,"Moscow is in Diners, Drive-Ins, and Dives.",[]
89018,VERIFIABLE,REFUTES,Manitoba is an island.,"['Manitoba -LRB- -LSB- mænᵻˈtoʊbə -RSB- -RRB- is a province at the longitudinal centre of Canada .', ""It is one of the three prairie provinces -LRB- with Alberta and Saskatchewan -RRB- and Canada 's fifth-most populous province with its estimated 1.3 million people ."", 'The province is bordered by the provinces of Ontario to the east and Saskatchewan to the west , the territories of Nunavut to the north , and Northwest Territories to the northwest , and the US states of North Dakota and Minnesota to the south .', 'In 1869 , negotiations for the creation of the province of Manitoba led to an armed uprising of the Métis people against the Government of Canada , a conflict known as the Red River Rebellion .', ""The rebellion 's resolution led to the Parliament of Canada passing the Manitoba Act in 1870 that created the province ."", ""Manitoba 's capital and largest city , Winnipeg , is the eighth-largest census metropolitan area in Canada ."", 'Winnipeg -LRB- -LSB- ˈwɪnɪpɛɡ -RSB- -RRB- is the capital and largest city of the province of Manitoba in Canada .', 'Other census agglomerations in the province are Brandon , Steinbach , Portage la Prairie , and Thompson .', 'Brandon is the second-largest city in the province of Manitoba , Canada .']"
223874,NOT VERIFIABLE,NOT ENOUGH INFO,Stone Temple Pilots had an original member that died on a cardboard box.,[]
228139,VERIFIABLE,SUPPORTS,Kafka stars an actor.,"['It was written by Lem Dobbs , and stars Jeremy Irons in the title role , with Theresa Russell , Ian Holm , Jeroen Krabbé , Joel Grey , Armin Mueller-Stahl , and Alec Guinness .', 'Sir Alec Guinness , -LRB- born Alec Guinness de Cuffe , 2 April 1914 -- 5 August 2000 -RRB- was an English actor .', 'Jeremy John Irons -LRB- born 19 September 1948 -RRB- is an English actor .']"
106566,VERIFIABLE,SUPPORTS,Gerard Butler is a Scottish person.,"['Gerard James Butler -LRB- born 13 November 1969 -RRB- is a Scottish actor who has appeared on film , stage , and television .', 'Gerard James Butler -LRB- born 13 November 1969 -RRB- is a Scottish actor who has appeared on film , stage , and television .', 'Gerard James Butler -LRB- born 13 November 1969 -RRB- is a Scottish actor who has appeared on film , stage , and television .', 'Gerard James Butler -LRB- born 13 November 1969 -RRB- is a Scottish actor who has appeared on film , stage , and television .', 'After studying law , Butler turned to acting in the mid-1990s with small roles in productions such as Mrs Brown -LRB- 1997 -RRB- , the James Bond film Tomorrow Never Dies -LRB- 1997 -RRB- , and Tale of the Mummy -LRB- 1998 -RRB- .', 'Gerard James Butler -LRB- born 13 November 1969 -RRB- is a Scottish actor who has appeared on film , stage , and television .', 'Gerard James Butler -LRB- born 13 November 1969 -RRB- is a Scottish actor who has appeared on film , stage , and television .']"
41409,VERIFIABLE,REFUTES,"The September 11 attacks killed fewer than 2,996 people.","['The attacks killed 2,996 people , injured over 6,000 others , and caused at least $ 10 billion in property and infrastructure damage .']"
149679,VERIFIABLE,REFUTES,Scooby-Doo focuses on the fundamentally unsolvable nature of mysteries.,"[""This Saturday-morning cartoon series featured four teenagers -- Fred Jones , Daphne Blake , Velma Dinkley , and Norville `` Shaggy '' Rogers -- and their talking brown Great Dane named Scooby-Doo , who solve mysteries involving supposedly supernatural creatures through a series of antics and missteps .""]"
199553,VERIFIABLE,SUPPORTS,United States Congress has State Senators.,['Congress has 535 voting members : 435 Representatives and 100 Senators .']
85922,VERIFIABLE,SUPPORTS,Serbia has a high rank on an index.,"['The country ranks high on the Human Development Index -LRB- 66th -RRB- , Social Progress Index -LRB- 47th -RRB- as well as the Global Peace Index -LRB- 48th -RRB- .']"
55777,VERIFIABLE,SUPPORTS,David Schwimmer starred in a film.,"['His first leading film role was in The Pallbearer -LRB- 1996 -RRB- , followed by roles in Kissing a Fool -LRB- 1998 -RRB- , Six Days , Seven Nights -LRB- 1998 -RRB- , Apt Pupil , and Picking Up the Pieces -LRB- 2000 -RRB- .', 'Other film roles include the voice of Melman the Giraffe in the computer-animated Madagascar film franchise , the dark comedy Big Nothing -LRB- 2006 -RRB- , and the thriller Nothing But the Truth -LRB- 2008 -RRB- .', 'Big Nothing is a 2006 British-American-French black comedy crime film directed by Jean-Baptiste Andrea starring David Schwimmer and Simon Pegg .']"
88512,VERIFIABLE,SUPPORTS,Ethiopia has around 80 ethnolinguistic groups.,"['Ethiopia is a multilingual nation with around 80 ethnolinguistic groups , the four largest of which are the Oromiffa , Amhara , Somali , and Tigrayans .', 'Ethiopia is a multilingual nation with around 80 ethnolinguistic groups , the four largest of which are the Oromiffa , Amhara , Somali , and Tigrayans .']"
49568,VERIFIABLE,SUPPORTS,Morgan Freeman is a narrator.,"['Morgan Freeman -LRB- born June 1 , 1937 -RRB- is an American actor , producer and narrator .']"
163899,VERIFIABLE,SUPPORTS,Tidewater region is on the Atlantic coast of the United States.,"['The Tidewater region is a geographic area of southeast Virginia and northeastern North Carolina , part of the Atlantic coastal plain in the United States of America .']"
209715,NOT VERIFIABLE,NOT ENOUGH INFO,Friends with Benefits features a cute puppy.,[]
47887,VERIFIABLE,REFUTES,Dark Places stars three child actors.,"['It stars Charlize Theron , Christina Hendricks , Nicholas Hoult , and Chloë Grace Moretz .']"
33655,NOT VERIFIABLE,NOT ENOUGH INFO,Mao Zedong was the first Chairman of the Texas Steakhouse.,[]
147121,NOT VERIFIABLE,NOT ENOUGH INFO,Macbeth is the only film adaptation of a Shakespearean tragedy.,[]
41895,VERIFIABLE,SUPPORTS,Audi makes some of the best-selling luxury cars in the world.,"['Audi , along with BMW and Mercedes are among the best-selling luxury automobile brands in the world .']"
152259,NOT VERIFIABLE,NOT ENOUGH INFO,Drew Barrymore starred in a film directed by an American director.,[]
39621,NOT VERIFIABLE,NOT ENOUGH INFO,William Shatner has a lamborghini.,[]
33885,VERIFIABLE,SUPPORTS,Las Vegas is internationally renowned.,"['Las Vegas is an internationally renowned major resort city known primarily for its gambling , shopping , fine dining , entertainment , and nightlife .']"
17668,VERIFIABLE,SUPPORTS,Sam Worthington is Australian but British-born.,['Samuel Henry John Worthington -LRB- born 2 August 1976 -RRB- is a British-born Australian actor .']
112619,NOT VERIFIABLE,NOT ENOUGH INFO,David Schwimmer's nickname is Duane Hopwood.,[]
144408,NOT VERIFIABLE,NOT ENOUGH INFO,Me Before You stars noodles.,[]
72303,VERIFIABLE,SUPPORTS,Michelle Williams is a person who acts.,"['Michelle Ingrid Williams -LRB- born September 9 , 1980 -RRB- is an American actress .', 'She began her career with television guest appearances , and made her feature film debut in Lassie -LRB- 1994 -RRB- , which earned her a Youth in Film nomination .', ""She gained wider recognition for her role as Jen Lindley on the The WB series Dawson 's Creek from 1998 to 2003 ."", 'Williams received critical acclaim for the role of Alma , wife of Ennis Del Mar , in Brokeback Mountain -LRB- 2005 -RRB- , for which she won a Broadcast Film Critics Association Award and was nominated for the SAG Award , BAFTA Award , Golden Globe , and Academy Award for Best Supporting Actress .', ""She followed this with films such as Martin Scorsese 's Shutter Island -LRB- 2010 -RRB- ."", ""Mark Ruffalo plays his partner officer , Ben Kingsley is the facility 's lead psychiatrist , and Michelle Williams is Daniels ' wife ."", 'Her work in Blue Valentine -LRB- 2010 -RRB- garnered her nominations for the Golden Globe Award and the Academy Award for Best Actress .', 'Derek Cianfrance , Cami Delavigne , and Joey Curtis wrote the film , and Michelle Williams and Ryan Gosling played the lead roles as well as serving as co-executive producers for the film .', 'She won a Golden Globe and an Independent Spirit Award for her portrayal of Marilyn Monroe in My Week with Marilyn -LRB- 2011 -RRB- , which also garnered her BAFTA , SAG , and Academy Award nominations .', 'In 2016 , she received wide acclaim for her performance in the drama Manchester by the Sea , earning her nominations from the BAFTA , SAG , and Academy Award ceremonies .', 'On Broadway , Williams appeared in a revival of the musical Cabaret in 2014 and a revival of the play Blackbird in 2016 .', 'She received a Tony Award for Best Actress in a Play nomination for the latter .']"
54062,NOT VERIFIABLE,NOT ENOUGH INFO,Keanu Reeves wrote a children's book.,[]
66866,VERIFIABLE,SUPPORTS,Prince is a top selling artist.,"['He has sold over 100 million records worldwide , making him one of the best-selling artists of all time .']"
26751,VERIFIABLE,SUPPORTS,The United States took part in the Vietnam War to prevent communist takeover of South Vietnam.,"['The North Vietnamese army was supported by the Soviet Union , China and other communist allies and the South Vietnamese army was supported by the United States , South Korea , Australia , Thailand and other anti-communist allies .', 'It was the second of the Indochina Wars and was officially fought between North Vietnam and the government of South Vietnam .', ""The Second Indochina War -LRB- called the Vietnam War in the West or the American War in Vietnam -RRB- began as a conflict between the United States-backed South Vietnamese government and its opponents , both the North Vietnamese-based communist Viet Cong -LRB- National Liberation Front -RRB- and the People 's Army of Vietnam -LRB- PAVN -RRB- , known in the West as the North Vietnamese Army -LRB- NVA -RRB- ."", 'The Indochina Wars -LRB- Chiến tranh Đông Dương -RRB- were a series of wars fought in Southeast Asia from 1946 until 1989 , between communist Indochinese forces against mainly French , South Vietnamese , American , Cambodian , Laotian and Chinese forces .', 'The United States , which had supported France during the first Indochina war , backed the South Vietnam government in opposition to the National Liberation Front and the Communist-allied NVA .']"
213853,VERIFIABLE,SUPPORTS,Kick-Ass is based on a fantasy comic book by Mark Millar.,"['Kick-Ass is a 2010 British-American superhero black comedy film based on the comic book of the same name by Mark Millar and John Romita , Jr. .']"
138196,VERIFIABLE,REFUTES,John Adams was not a lawyer.,"['He was a lawyer , diplomat , statesman , political theorist , and , as a Founding Father , a leader of the movement for American independence from Great Britain .']"
50312,NOT VERIFIABLE,NOT ENOUGH INFO,Azerbaijan has a large population.,[]
56451,NOT VERIFIABLE,NOT ENOUGH INFO,Ellyse Perry played board games at the age of 16.,[]
95760,VERIFIABLE,SUPPORTS,The Illusionist was a success critically.,['The film was a commercial and critical success .']
6666,NOT VERIFIABLE,NOT ENOUGH INFO,Hawaii Five-0 is a place.,[]
224285,NOT VERIFIABLE,NOT ENOUGH INFO,Sarah Silverman was involved with a film directed by a film director.,[]
165750,VERIFIABLE,SUPPORTS,Beyoncé Knowles starred in Dreamgirls.,[]
48463,NOT VERIFIABLE,NOT ENOUGH INFO,Chris McKenna is a father.,[]
122889,VERIFIABLE,SUPPORTS,An anti-nuclear antibodies subtype is anti-Scl-70 antibodies.,"['There are many subtypes of ANAs such as anti-Ro antibodies , anti-La antibodies , anti-Sm antibodies , anti-nRNP antibodies , anti-Scl-70 antibodies , anti-dsDNA antibodies , anti-histone antibodies , antibodies to nuclear pore complexes , anti-centromere antibodies and anti-sp100 antibodies .', 'There are many subtypes of ANAs such as anti-Ro antibodies , anti-La antibodies , anti-Sm antibodies , anti-nRNP antibodies , anti-Scl-70 antibodies , anti-dsDNA antibodies , anti-histone antibodies , antibodies to nuclear pore complexes , anti-centromere antibodies and anti-sp100 antibodies .', 'Antinuclear antibodies -LRB- ANAs , also known as antinuclear factor or ANF -RRB- are autoantibodies that bind to contents of the cell nucleus .']"
163903,VERIFIABLE,REFUTES,Tidewater region is in southeast Virginia and southern North Carolina.,"['The Tidewater region is a geographic area of southeast Virginia and northeastern North Carolina , part of the Atlantic coastal plain in the United States of America .']"
188052,VERIFIABLE,SUPPORTS,Thiokol was also recognized as Cordant Technologies Inc.,"['Thiokol -LRB- variously Thiokol Chemical Corporation , Morton-Thiokol Inc. , Cordant Technologies Inc. , Thiokol Propulsion , AIC Group , ATK Thiokol ; finally ATK Launch Systems Group before becoming part of Orbital ATK -RRB- was an American corporation concerned initially with rubber and related chemicals , and later with rocket and missile propulsion systems .']"
96371,VERIFIABLE,SUPPORTS,James Marsden accrued importance with his performance of Cyclops.,"[""He gained prominence with his portrayal of Scott Summers/Cyclops in the X-Men film series and starred in 2006 's Superman Returns .""]"
110114,VERIFIABLE,REFUTES,Judy Garland is deceased.,"['Judy Garland -LRB- born Frances Ethel Gumm ; June 10 , 1922 -- June 22 , 1969 -RRB- was an American singer , actress , and vaudevillian .', 'She also had a long addiction with drugs and alcohol , which ultimately led to her death from a barbiturate overdose at the age of 47 .']"
10894,VERIFIABLE,SUPPORTS,Odin appears in stories.,"['In Germanic mythology , Odin -LRB- from Old Norse Óðinn -RRB- is a widely revered god .', 'Commonly featuring narratives focused on Germanic deities and a large variety of other entities , Germanic mythology dates from the Proto-Germanic period and reaches beyond the Christianization of the Germanic peoples and into modern Germanic folklore .', 'In Norse mythology , from which stems most of the information about the god , Odin is associated with healing , death , royalty , the gallows , knowledge , battle , sorcery , poetry , frenzy , and the runic alphabet , and is the husband of the goddess Frigg .', 'Norse mythology is the body of mythology of the North Germanic people stemming from Norse paganism and continuing after the Christianization of Scandinavia and into the Scandinavian folklore of the modern period .', 'In wider Germanic mythology and paganism , Odin was known in Old English as Wōden , in Old Saxon as Wōdan , and in Old High German as Wuotan or Wōtan , all stemming from the reconstructed Proto-Germanic theonym wōđanaz .', 'In the modern period , Odin continued to be acknowledged in the rural folklore of Germanic Europe .', 'These texts make up the bulk of modern understanding of Norse mythology .', 'Forms of his name appear frequently throughout the Germanic record , though narratives regarding Odin are mainly found in Old Norse works recorded in Iceland , primarily around the 13th century .', 'In Old Norse texts , Odin is depicted as one-eyed and long-bearded , frequently wielding a spear named Gungnir , and wearing a cloak and a broad hat .', 'He is often accompanied by his animal companions -- the wolves Geri and Freki and the ravens Huginn and Muninn , who bring him information from all over Midgard -- and rides the flying , eight-legged steed Sleipnir across the sky and into the underworld .', ""Midgard -LRB- an anglicised form of Old Norse Miðgarðr Old English Middangeard , Swedish/Danish Midgård , Old Saxon Middilgard , Old High German Mittilagart , Gothic Midjun-gards ; literally `` middle yard '' -RRB- is the name for Earth -LRB- in the sense of oikoumene -RRB- inhabited by and known to humans in early Germanic cosmology , and specifically one of the Nine Worlds in Norse mythology ."", ""In Norse mythology , Huginn -LRB- from Old Norse `` thought '' -RRB- and Muninn -LRB- Old Norse `` memory '' or `` mind '' -RRB- are a pair of ravens that fly all over the world , Midgard , and bring information to the god Odin ."", ""In Norse mythology , Geri and Freki -LRB- Old Norse , both meaning `` the ravenous '' or `` greedy one '' -RRB- are two wolves which are said to accompany the god Odin ."", 'Odin is attested as having many sons , most famously the gods Thor -LRB- with Jörð -RRB- and Baldr -LRB- with Frigg -RRB- , and is known by hundreds of names .', 'Baldr -LRB- also Balder , Baldur -RRB- is a god in Norse mythology , and a son of the god Odin and the goddess Frigg .', 'Odin -LRB- Old Norse Óðinn -RRB- , the chief god of Norse mythology , was referred to by more than 200 names in the skaldic and Eddic traditions .', 'In Norse mythology , Thor -LRB- -LSB- θɔr -RSB- from Old Norse Þórr -RRB- is a hammer-wielding god associated with thunder , lightning , storms , oak trees , strength , the protection of mankind , and also hallowing and fertility .', 'Various gods and men appear as Sons of Odin or Sons of Wodan/Wotan or Sons of Woden in old Old Norse and Old High German and Old English texts .', 'In these texts , he frequently seeks greater knowledge , at times in disguise -LRB- most famously by obtaining the Mead of Poetry -RRB- , makes wagers with his wife Frigg over the outcome of exploits , and takes part in both the creation of the world by way of slaying the primordial being Ymir and the gift of life to the first two humans Ask and Embla .', 'In Old Norse texts , Odin is given primacy over female beings associated with the battlefield -- the valkyries -- and oversees Valhalla , where he receives half of those who die in battle , the einherjar .', 'In later folklore , Odin appears as a leader of the Wild Hunt , a ghostly procession of the dead through the winter sky .', 'He has also been associated with charms and other forms of magic , particularly in Old English and Old Norse texts .', 'In the modern period , Odin has inspired numerous works of poetry , music , and other forms of media .']"
226812,VERIFIABLE,REFUTES,British Airways (BA) is the third largest behind EasyJet in the UK based on passengers carried.,"['British Airways -LRB- BA -RRB- is the largest airline in the United Kingdom based on fleet size , or the second largest , behind easyJet , when measured by passengers carried .']"
49990,VERIFIABLE,SUPPORTS,Serena Williams is a Grand Slam winner.,"['Williams holds the most Grand Slam titles in singles , doubles , and mixed doubles combined amongst active players .', ""Her record of 39 Grand Slam titles puts her third on the all-time list and second in the open era : 23 in singles , 14 in women 's doubles , and 2 in mixed doubles ."", 'She is the most recent female player to have held all four Grand Slam singles titles simultaneously -LRB- 2002 -- 03 and 2014 -- 15 -RRB- and the third player to achieve this record twice after Rod Laver and Steffi Graf .', ""She is also the most recent player , together with her sister Venus Williams , to have held all four Grand Slam women 's doubles titles simultaneously -LRB- 2009 -- 10 -RRB- ."", 'Her total of 23 Grand Slam singles titles marks the record for the most Grand Slam wins by a tennis player in the Open Era , and is second on the all-time list behind Margaret Court -LRB- 24 -RRB- .', 'She is the only tennis player in history -LRB- man or woman -RRB- to have won singles titles at least six times in three of the four Grand Slam tournaments , and the only player ever to have won two of the four Grand Slams seven times each -LRB- seven Wimbledon titles and seven Australian Open titles -RRB- .', 'She is also the only tennis player to have won 10 Grand Slam singles titles in two separate decades .', 'She has won an all-time record of 13 Grand Slam singles titles on hardcourt .', 'She has won 14 Grand Slam doubles titles with her sister Venus , and the pair are unbeaten in Grand Slam doubles finals .']"
3227,VERIFIABLE,SUPPORTS,"Halle Berry was born August 14, 1966.","['Halle Maria Berry -LRB- born Maria Halle Berry ; August 14 , 1966 -RRB- is an American actress .']"
97762,NOT VERIFIABLE,NOT ENOUGH INFO,British Fantasy Award categories include Best Short Story and Best Novella.,[]
72550,NOT VERIFIABLE,NOT ENOUGH INFO,The Matrix was released in surround sound.,[]
95907,VERIFIABLE,SUPPORTS,Joe Manganiello has been employed with Matt Bomer.,"[""Manganiello has appeared in films such as Magic Mike , What to Expect When You 're Expecting , and Sabotage ."", 'Magic Mike is a 2012 American comedy-drama film directed by Steven Soderbergh and starring Channing Tatum , Alex Pettyfer , Matt Bomer , Joe Manganiello , and Matthew McConaughey .']"
194039,VERIFIABLE,SUPPORTS,Duane Hopwood includes an actor.,"['Duane Hopwood is a 2005 film featured in the Sundance Film Festival starring David Schwimmer and Janeane Garofalo , with a supporting cast featuring Judah Friedlander , Dick Cavett , Susan Lynch , John Krasinski , Rachel Covey , and Mia Dillon .', 'David Lawrence Schwimmer -LRB- born November 2 , 1966 -RRB- is an American actor , director , and producer .']"
178115,VERIFIABLE,SUPPORTS,Chris Hardwick began hosting Ministry of Laughs in 2011.,"['In 2011 , he began hosting Ministry of Laughs , a BBC America Britcom block , and Talking Dead , a live hour talk show on AMC following episodes of The Walking Dead and Fear the Walking Dead .']"
159863,VERIFIABLE,SUPPORTS,Casey Ryback is an action hero.,"['Casey Ryback is a fictional character and action hero from the Under Siege films of the 1990s .', 'Casey Ryback is a fictional character and action hero from the Under Siege films of the 1990s .']"
125493,VERIFIABLE,REFUTES,Appian Way Productions was established by a musician.,"['Appian Way Productions is a film production company in West Hollywood , California , established by actor and producer Leonardo DiCaprio .']"
20017,VERIFIABLE,SUPPORTS,Asia borders on three oceans.,"['In general terms , Asia is bounded on the east by the Pacific Ocean , on the south by the Indian Ocean and on the north by the Arctic Ocean .', 'In general terms , Asia is bounded on the east by the Pacific Ocean , on the south by the Indian Ocean and on the north by the Arctic Ocean .', 'In general terms , Asia is bounded on the east by the Pacific Ocean , on the south by the Indian Ocean and on the north by the Arctic Ocean .', 'In general terms , Asia is bounded on the east by the Pacific Ocean , on the south by the Indian Ocean and on the north by the Arctic Ocean .']"
90920,VERIFIABLE,SUPPORTS,"In 2015, FC Barcelona was the winner of their fifth Champions League.","['By winning their fifth Champions League trophy on 6 June 2015 , Barcelona became the first European club in history to achieve the continental treble twice .', 'By winning their fifth Champions League trophy on 6 June 2015 , Barcelona became the first European club in history to achieve the continental treble twice .', 'By winning their fifth Champions League trophy on 6 June 2015 , Barcelona became the first European club in history to achieve the continental treble twice .', 'By winning their fifth Champions League trophy on 6 June 2015 , Barcelona became the first European club in history to achieve the continental treble twice .', 'By winning their fifth Champions League trophy on 6 June 2015 , Barcelona became the first European club in history to achieve the continental treble twice .', 'By winning their fifth Champions League trophy on 6 June 2015 , Barcelona became the first European club in history to achieve the continental treble twice .']"
52602,VERIFIABLE,SUPPORTS,"Martina Hingis was born in Czechoslovakia, but is Swiss.",['Martina Hingis -LRB- born 30 September 1980 -RRB- is a Czechoslovak-born Swiss professional tennis player who spent a total of 209 weeks as the singles world No. 1 .']
33174,VERIFIABLE,SUPPORTS,Narendra Modi is a Gujarati Indian politician.,"['Born to a Gujarati family in Vadnagar , Modi helped his father sell tea as a child , and later ran his own stall .', 'Narendra Damodardas Modi -LRB- -LSB- ˈnəɾeːnd̪rə d̪aːmoːd̪əɾˈd̪aːs ˈmoːd̪iː -RSB- , born 17 September 1950 -RRB- is an Indian politician who is the 14th and current Prime Minister of India , in office since May 2014 .']"
80548,NOT VERIFIABLE,NOT ENOUGH INFO,Hypothyroidism can be harmless.,[]
15977,VERIFIABLE,SUPPORTS,A variety of institutions make up the University of Oxford.,"['The university is made up of a variety of institutions , including 38 constituent colleges and a full range of academic departments which are organised into four divisions .']"
113579,VERIFIABLE,SUPPORTS,Emily Ratajkowski appeared on television or radio.,"['She appeared in a Buick Super Bowl commercial during Super Bowl 50 .', 'The U.S. television broadcast of the Super Bowl -- the championship game of the National Football League -LRB- NFL -RRB- -- features many high-profile television commercials , colloquially known as Super Bowl ads .']"
146822,VERIFIABLE,SUPPORTS,Ratatouille was a 2007 film that won at least one Oscar.,"['The film later won the Academy Award for Best Animated Feature , among other honors .']"
117371,VERIFIABLE,REFUTES,Dogstar (band) released zero albums.,"['The band performed at the 1996 Zwemdokrock Festival -LRB- Lummen , Belgium -RRB- and at the 1999 Glastonbury Festival -LRB- United Kingdom -RRB- , and it released an EP and two albums .']"
44173,VERIFIABLE,SUPPORTS,In the Heart of the Sea is a film based on the nonfiction book of the same name.,"[""In the Heart of the Sea is a 2015 adventure-drama film based on Nathaniel Philbrick 's non-fiction book of the same name , about the sinking of the American whaling ship Essex in 1820 , an event that inspired the novel Moby-Dick .""]"
215662,NOT VERIFIABLE,NOT ENOUGH INFO,"George H. W. Bush wan an English politician born June 12, 1924.",[]
46287,VERIFIABLE,REFUTES,"Stephanie Daley earned Tamblyn a nomination for best supporting female at the 2006 Independent Spirit Awards, held in Pasadena, California.","['The film also earned Tamblyn a nomination for best supporting female at the 2006 Independent Spirit Awards and the Leopard prize for best actress at the 2006 Locarno film festival .', 'The awards show is held inside a tent on the beach in Santa Monica , California , usually on the day before the Academy Awards -LRB- since 1999 ; originally the Saturday before -RRB- .']"
3973,VERIFIABLE,SUPPORTS,Tardigrades can be found all over the world.,"['They have been found everywhere from mountaintops to the deep sea , mud volcanoes , and from tropical rain forests to the Antarctic .', 'Tardigrades can be found throughout the world , from the Himalayas -LRB- above 6000 m -RRB- , to the deep sea -LRB- below 4000 m -RRB- and from the polar regions to the equator .']"
4223,VERIFIABLE,SUPPORTS,"Paris Hilton recorded ""Stars Are Blind.""","[""Hilton 's debut single `` Stars Are Blind '' was released worldwide in June 2006 and quickly became an instant hit around the world including number one in Scotland .""]"
166444,VERIFIABLE,SUPPORTS,Jack Reacher (film) is in a genre.,"[""Jack Reacher -LRB- formerly called One Shot , or alternatively known as Jack Reacher : One Shot -RRB- is a 2012 American action thriller film written and directed by Christopher McQuarrie , based on Lee Child 's 2005 novel One Shot ."", 'Action film is a film genre in which the protagonist or protagonists end up in a series of challenges that typically include violence , extended fighting , physical feats , and frantic chases .', 'Thriller film , also known as suspense film or suspense thriller , is a film genre that falls under the general thriller genre .']"
22390,VERIFIABLE,REFUTES,Kangana Ranaut refuses to go to Bollywood.,"['She has established a career in Bollywood and is one of the highest-paid actresses in India .', 'She has established a career in Bollywood and is one of the highest-paid actresses in India .', 'She then played a mutant opposite Hrithik Roshan in the science fiction film Krrish 3 -LRB- 2013 -RRB- , one of the highest-grossing Bollywood films , and won the Filmfare and National Film Award for Best Actress for her performance in the comedy-drama Queen -LRB- 2014 -RRB- .', 'In 2015 , Ranaut portrayed a dual role in Tanu Weds Manu Returns , the most successful Bollywood film featuring a female protagonist , for which she won a Filmfare Critics Award and a second consecutive National Film Award for Best Actress .', 'She has established a career in Bollywood and is one of the highest-paid actresses in India .', 'In 2015 , Ranaut portrayed a dual role in Tanu Weds Manu Returns , the most successful Bollywood film featuring a female protagonist , for which she won a Filmfare Critics Award and a second consecutive National Film Award for Best Actress .', 'She then played a mutant opposite Hrithik Roshan in the science fiction film Krrish 3 -LRB- 2013 -RRB- , one of the highest-grossing Bollywood films , and won the Filmfare and National Film Award for Best Actress for her performance in the comedy-drama Queen -LRB- 2014 -RRB- .', 'She has established a career in Bollywood and is one of the highest-paid actresses in India .', 'She then played a mutant opposite Hrithik Roshan in the science fiction film Krrish 3 -LRB- 2013 -RRB- , one of the highest-grossing Bollywood films , and won the Filmfare and National Film Award for Best Actress for her performance in the comedy-drama Queen -LRB- 2014 -RRB- .', 'In 2015 , Ranaut portrayed a dual role in Tanu Weds Manu Returns , the most successful Bollywood film featuring a female protagonist , for which she won a Filmfare Critics Award and a second consecutive National Film Award for Best Actress .', 'She has established a career in Bollywood and is one of the highest-paid actresses in India .']"
26844,VERIFIABLE,SUPPORTS,Lauren Graham is a film actress.,"['She is also known for film roles in Sweet November -LRB- 2001 -RRB- , Bad Santa -LRB- 2003 -RRB- , The Pacifier -LRB- 2005 -RRB- , Because I Said So -LRB- 2007 -RRB- , and Evan Almighty -LRB- 2007 -RRB- .', 'Evan Almighty is a 2007 American fantasy comedy film and the stand-alone sequel/spin-off to Bruce Almighty -LRB- 2003 -RRB- .', 'Because I Said So is a 2007 romantic comedy film directed by Michael Lehmann and starring Diane Keaton , Mandy Moore , Lauren Graham , Piper Perabo , Gabriel Macht and Stephen Collins .', 'The Pacifier is a 2005 American family comedy film directed by Adam Shankman and written by Thomas Lennon and Robert Ben Garant .', 'Bad Santa is a 2003 American Christmas black comedy crime film directed by Terry Zwigoff , and starring Billy Bob Thornton , Tony Cox , Lauren Graham , Brett Kelly , Lauren Tom , John Ritter , and Bernie Mac .', ""Sweet November is a 2001 romantic drama film based in San Francisco starring Keanu Reeves and Charlize Theron , reuniting the actors after their previous appearance as husband and wife in The Devil 's Advocate .""]"
202218,NOT VERIFIABLE,NOT ENOUGH INFO,Murder on the Orient Express starred an elderly actress.,[]
